MapDate;StateAbbreviation;None;D0;D1;D2;D3;D4;ValidStart;ValidEnd;StatisticFormatID
20250422;IA;27.98;72.02;13.34;0;0;0;22.04.2025;28.04.2025;1
20250415;IA;14.11;85.89;29.52;0;0;0;15.04.2025;21.04.2025;1
20250408;IA;21.38;78.62;29.28;0;0;0;08.04.2025;14.04.2025;1
20250401;IA;20.98;79.02;33.55;0;0;0;01.04.2025;07.04.2025;1
20250325;IA;20.98;79.02;34.53;0;0;0;25.03.2025;31.03.2025;1
20250318;IA;20.93;79.07;56.42;1.17;0;0;18.03.2025;24.03.2025;1
20250311;IA;20.93;79.07;56.42;1.3;0;0;11.03.2025;17.03.2025;1
20250304;IA;14.05;85.95;72.91;1.3;0;0;04.03.2025;10.03.2025;1
20250225;IA;14.46;85.54;72.65;1.3;0;0;25.02.2025;03.03.2025;1
20250218;IA;14.46;85.54;61.42;1.3;0;0;18.02.2025;24.02.2025;1
20250211;IA;13.28;86.72;62.12;1.3;0;0;11.02.2025;17.02.2025;1
20250204;IA;13.28;86.72;62.12;1.3;0;0;04.02.2025;10.02.2025;1
20250128;IA;20.41;79.59;57.13;1.3;0;0;28.01.2025;03.02.2025;1
20250121;IA;20.41;79.59;57.13;1.3;0;0;21.01.2025;27.01.2025;1
20250114;IA;20.41;79.59;57.13;1.3;0;0;14.01.2025;20.01.2025;1
20250107;IA;20.41;79.59;57.13;1.3;0;0;07.01.2025;13.01.2025;1
20241231;IA;20.16;79.84;57.33;1.3;0;0;31.12.2024;06.01.2025;1
20241224;IA;20.57;79.43;61.15;1.3;0;0;24.12.2024;30.12.2024;1
20241217;IA;20.57;79.43;61.15;1.3;0;0;17.12.2024;23.12.2024;1
20241210;IA;7.2;92.8;63.13;1.3;0;0;10.12.2024;16.12.2024;1
20241203;IA;7.2;92.8;60.23;1.3;0;0;03.12.2024;09.12.2024;1
20241126;IA;6.83;93.17;60.23;1.3;0;0;26.11.2024;02.12.2024;1
20241119;IA;6.83;93.17;60.49;2.34;0;0;19.11.2024;25.11.2024;1
20241112;IA;6.16;93.84;63.07;12.6;0;0;12.11.2024;18.11.2024;1
20241105;IA;6.16;93.84;63.37;12.93;0;0;05.11.2024;11.11.2024;1
20241029;IA;0;100;87.8;50.8;0;0;29.10.2024;04.11.2024;1
20241022;IA;0;100;83.31;19.32;0;0;22.10.2024;28.10.2024;1
20241015;IA;2.46;97.54;73.29;15.91;0;0;15.10.2024;21.10.2024;1
20241008;IA;2.46;97.54;56.4;7.36;0;0;08.10.2024;14.10.2024;1
20241001;IA;6.02;93.98;23.2;1.29;0;0;01.10.2024;07.10.2024;1
20240924;IA;6.02;93.98;10.2;0;0;0;24.09.2024;30.09.2024;1
20240917;IA;0;100;4.42;0;0;0;17.09.2024;23.09.2024;1
20240910;IA;34.91;65.09;0;0;0;0;10.09.2024;16.09.2024;1
20240903;IA;56.64;43.36;0;0;0;0;03.09.2024;09.09.2024;1
20240827;IA;62.13;37.87;0;0;0;0;27.08.2024;02.09.2024;1
20240820;IA;96.63;3.37;0;0;0;0;20.08.2024;26.08.2024;1
20240813;IA;97.45;2.55;0;0;0;0;13.08.2024;19.08.2024;1
20240806;IA;97.5;2.5;0;0;0;0;06.08.2024;12.08.2024;1
20240730;IA;100;0;0;0;0;0;30.07.2024;05.08.2024;1
20240723;IA;100;0;0;0;0;0;23.07.2024;29.07.2024;1
20240716;IA;100;0;0;0;0;0;16.07.2024;22.07.2024;1
20240709;IA;99.19;0.81;0;0;0;0;09.07.2024;15.07.2024;1
20240702;IA;87.72;12.28;0;0;0;0;02.07.2024;08.07.2024;1
20240625;IA;80.22;19.78;0;0;0;0;25.06.2024;01.07.2024;1
20240618;IA;69.17;30.83;0;0;0;0;18.06.2024;24.06.2024;1
20240611;IA;83.65;16.35;0;0;0;0;11.06.2024;17.06.2024;1
20240604;IA;76.97;23.03;0;0;0;0;04.06.2024;10.06.2024;1
20240528;IA;75.73;24.27;0;0;0;0;28.05.2024;03.06.2024;1
20240521;IA;66.42;33.58;20.91;0;0;0;21.05.2024;27.05.2024;1
20240514;IA;52.54;47.46;27.43;16.09;0;0;14.05.2024;20.05.2024;1
20240507;IA;40.3;59.7;37.31;19.35;0;0;07.05.2024;13.05.2024;1
20240430;IA;30.11;69.89;49.89;22.28;2.44;0;30.04.2024;06.05.2024;1
20240423;IA;23.52;76.48;58;26.82;2.66;0;23.04.2024;29.04.2024;1
20240416;IA;14.71;85.29;66.2;30.68;7.43;0;16.04.2024;22.04.2024;1
20240409;IA;14.72;85.28;67.33;32.14;10.55;0;09.04.2024;15.04.2024;1
20240402;IA;9.65;90.35;70.58;33.43;11.53;0;02.04.2024;08.04.2024;1
20240326;IA;9.65;90.35;71.27;34.9;12.09;0;26.03.2024;01.04.2024;1
20240319;IA;2.26;97.74;83.77;55.37;19.82;0;19.03.2024;25.03.2024;1
20240312;IA;0.86;99.14;84.39;56.37;20.18;0;12.03.2024;18.03.2024;1
20240305;IA;0.89;99.11;79.7;56.37;20.18;0;05.03.2024;11.03.2024;1
20240227;IA;0.78;99.22;79.04;56.37;18.58;0;27.02.2024;04.03.2024;1
20240220;IA;4.19;95.81;78.22;56.37;18.58;0;20.02.2024;26.02.2024;1
20240213;IA;5.24;94.76;78.22;56.37;18.58;0;13.02.2024;19.02.2024;1
20240206;IA;5.24;94.76;78.22;56.37;18.58;0;06.02.2024;12.02.2024;1
20240130;IA;5.24;94.76;78.41;56.37;18.58;0;30.01.2024;05.02.2024;1
20240123;IA;3.67;96.33;80.08;60.24;24.08;0;23.01.2024;29.01.2024;1
20240116;IA;3.69;96.31;80.05;63.04;27.8;0;16.01.2024;22.01.2024;1
20240109;IA;2.77;97.23;83.41;65.09;34.62;0;09.01.2024;15.01.2024;1
20240102;IA;2.77;97.23;83.41;65.09;35.18;0;02.01.2024;08.01.2024;1
20231226;IA;2.66;97.34;83.41;65.09;35.18;0;26.12.2023;01.01.2024;1
20231219;IA;0.71;99.29;84.33;65.83;35.18;0;19.12.2023;25.12.2023;1
20231212;IA;0.57;99.43;84.33;62.08;27.47;0;12.12.2023;18.12.2023;1
20231205;IA;0.57;99.43;84.33;62.08;27.47;0;05.12.2023;11.12.2023;1
20231128;IA;1.04;98.96;83.66;58.07;27.47;0;28.11.2023;04.12.2023;1
20231121;IA;1.04;98.96;83.66;58.07;27.47;0;21.11.2023;27.11.2023;1
20231114;IA;1.79;98.21;82.71;58.07;27.47;0;14.11.2023;20.11.2023;1
20231107;IA;1.8;98.2;82.71;53.72;23.69;0;07.11.2023;13.11.2023;1
20231031;IA;1.8;98.2;81.34;53.36;23.69;0;31.10.2023;06.11.2023;1
20231024;IA;0.03;99.97;94.37;58.47;23.78;0;24.10.2023;30.10.2023;1
20231017;IA;0.03;99.97;93.57;58.45;23.78;0;17.10.2023;23.10.2023;1
20231010;IA;0;100;95.75;67.41;27.42;3.07;10.10.2023;16.10.2023;1
20231003;IA;0;100;95.75;67.41;27.35;3.07;03.10.2023;09.10.2023;1
20230926;IA;0.01;99.99;95.65;67.41;25;1.17;26.09.2023;02.10.2023;1
20230919;IA;0.19;99.81;96.59;72.99;25.51;4.96;19.09.2023;25.09.2023;1
20230912;IA;0.19;99.81;96.59;72.99;25.51;0;12.09.2023;18.09.2023;1
20230905;IA;0.18;99.82;91.25;54.71;24.61;0;05.09.2023;11.09.2023;1
20230829;IA;0.51;99.49;80.45;51.26;17.59;0;29.08.2023;04.09.2023;1
20230822;IA;1.1;98.9;74.43;41.31;5.28;0;22.08.2023;28.08.2023;1
20230815;IA;1.1;98.9;74.43;33.38;3.07;0;15.08.2023;21.08.2023;1
20230808;IA;0;100;78.47;27.24;3.07;0;08.08.2023;14.08.2023;1
20230801;IA;0;100;82.52;30.29;4.16;0;01.08.2023;07.08.2023;1
20230725;IA;0;100;82.85;18.25;4.15;0;25.07.2023;31.07.2023;1
20230718;IA;0;100;77.62;17.78;3.91;0;18.07.2023;24.07.2023;1
20230711;IA;0;100;86.97;43.38;4.71;0;11.07.2023;17.07.2023;1
20230704;IA;0.48;99.52;86.98;43.52;4.71;0;04.07.2023;10.07.2023;1
20230627;IA;0.6;99.4;89.15;43.93;5.34;0;27.06.2023;03.07.2023;1
20230620;IA;0.6;99.4;83.02;31.74;3.52;0;20.06.2023;26.06.2023;1
20230613;IA;1.8;98.2;67.56;14.37;0.78;0;13.06.2023;19.06.2023;1
20230606;IA;1.2;98.8;42.76;7.94;0.78;0;06.06.2023;12.06.2023;1
20230530;IA;7.49;92.51;39.27;4.86;0.65;0;30.05.2023;05.06.2023;1
20230523;IA;42.8;57.2;28.66;2.47;0.65;0;23.05.2023;29.05.2023;1
20230516;IA;45.62;54.38;25.78;2.44;0.65;0;16.05.2023;22.05.2023;1
20230509;IA;36.54;63.46;30.81;9.83;1.27;0.22;09.05.2023;15.05.2023;1
20230502;IA;25.45;74.55;30.76;9.83;1.27;0.54;02.05.2023;08.05.2023;1
20230425;IA;36.8;63.2;29.69;9.84;1.27;0.54;25.04.2023;01.05.2023;1
20230418;IA;37.97;62.03;31.9;15.54;1.51;0.57;18.04.2023;24.04.2023;1
20230411;IA;37.97;62.03;31.9;15.51;1.51;0.57;11.04.2023;17.04.2023;1
20230404;IA;37.97;62.03;31.87;15.51;1.51;0.57;04.04.2023;10.04.2023;1
20230328;IA;37.97;62.03;31.93;15.54;1.51;0.57;28.03.2023;03.04.2023;1
20230321;IA;35.33;64.67;31.93;15.54;1.51;0.57;21.03.2023;27.03.2023;1
20230314;IA;35.33;64.67;31.93;15.54;1.51;0.57;14.03.2023;20.03.2023;1
20230307;IA;32.45;67.55;32.07;15.54;1.51;0.57;07.03.2023;13.03.2023;1
20230228;IA;25.26;74.74;32.87;15.54;1.55;0.57;28.02.2023;06.03.2023;1
20230221;IA;20.33;79.67;40.89;16.82;1.55;0.57;21.02.2023;27.02.2023;1
20230214;IA;19.85;80.15;53.34;27.98;8.61;0.57;14.02.2023;20.02.2023;1
20230207;IA;16.86;83.14;54;29.43;8.83;0.57;07.02.2023;13.02.2023;1
20230131;IA;17.06;82.94;54;29.43;8.83;0.57;31.01.2023;06.02.2023;1
20230124;IA;17.06;82.94;54;29.43;8.83;0.57;24.01.2023;30.01.2023;1
20230117;IA;17;83;54;29.43;8.83;0.57;17.01.2023;23.01.2023;1
20230110;IA;16.93;83.07;54;29.43;8.83;0.57;10.01.2023;16.01.2023;1
20230103;IA;10.69;89.31;66.66;29.43;8.83;0.57;03.01.2023;09.01.2023;1
20221227;IA;9.52;90.48;66.66;29.43;8.83;0.57;27.12.2022;02.01.2023;1
20221220;IA;9.52;90.48;66.66;29.43;8.83;0.57;20.12.2022;26.12.2022;1
20221213;IA;7.31;92.69;73.35;29.84;11.24;0.57;13.12.2022;19.12.2022;1
20221206;IA;7.31;92.69;73.35;29.84;12.01;0.57;06.12.2022;12.12.2022;1
20221129;IA;7.41;92.59;73.35;29.84;12.01;0.57;29.11.2022;05.12.2022;1
20221122;IA;7.36;92.64;73.3;29.84;12.01;0.57;22.11.2022;28.11.2022;1
20221115;IA;7.36;92.64;73.3;29.84;12.01;0.57;15.11.2022;21.11.2022;1
20221108;IA;7.36;92.64;73.3;29.27;11.11;0.57;08.11.2022;14.11.2022;1
20221101;IA;0;100;88.95;44.94;10.63;0.17;01.11.2022;07.11.2022;1
20221025;IA;0;100;87.67;38.28;7.11;0.17;25.10.2022;31.10.2022;1
20221018;IA;0;100;84.15;35.05;7.11;0.02;18.10.2022;24.10.2022;1
20221011;IA;0;100;57.46;26.99;7.07;0.02;11.10.2022;17.10.2022;1
20221004;IA;15.36;84.64;51.61;25.21;5.07;0.02;04.10.2022;10.10.2022;1
20220927;IA;20.9;79.1;45.05;22.25;5.07;0.02;27.09.2022;03.10.2022;1
20220920;IA;30.43;69.57;41.89;20.39;2.2;0.02;20.09.2022;26.09.2022;1
20220913;IA;32.87;67.13;40.99;23.04;5.64;0.02;13.09.2022;19.09.2022;1
20220906;IA;37.65;62.35;40.18;20.23;2.2;0.02;06.09.2022;12.09.2022;1
20220830;IA;37.8;62.2;40.07;19.27;2.08;0;30.08.2022;05.09.2022;1
20220823;IA;34.28;65.72;38.87;15.92;2.08;0;23.08.2022;29.08.2022;1
20220816;IA;33.1;66.9;38.72;15.92;2.08;0;16.08.2022;22.08.2022;1
20220809;IA;35.96;64.04;38.72;16.67;2.5;0;09.08.2022;15.08.2022;1
20220802;IA;39.99;60.01;30.57;9.14;3.23;0;02.08.2022;08.08.2022;1
20220726;IA;43.91;56.09;17.23;7.79;3.23;0;26.07.2022;01.08.2022;1
20220719;IA;52.97;47.03;15.26;7.34;2.47;0;19.07.2022;25.07.2022;1
20220712;IA;54.87;45.13;12.96;7.34;2.47;0;12.07.2022;18.07.2022;1
20220705;IA;50.27;49.73;14.19;7.34;2.47;0;05.07.2022;11.07.2022;1
20220628;IA;52.73;47.27;14.12;7.34;1.58;0;28.06.2022;04.07.2022;1
20220621;IA;62.86;37.14;12.11;5.83;0;0;21.06.2022;27.06.2022;1
20220614;IA;71.52;28.48;9.34;3.46;0;0;14.06.2022;20.06.2022;1
20220607;IA;72.09;27.91;6.93;2.19;0;0;07.06.2022;13.06.2022;1
20220531;IA;72.3;27.7;6.94;2.19;0;0;31.05.2022;06.06.2022;1
20220524;IA;67.24;32.76;6.94;2.19;0;0;24.05.2022;30.05.2022;1
20220517;IA;67.24;32.76;6.94;2.19;0;0;17.05.2022;23.05.2022;1
20220510;IA;67.24;32.76;6.94;2.19;0;0;10.05.2022;16.05.2022;1
20220503;IA;56.22;43.78;12.92;2.74;0;0;03.05.2022;09.05.2022;1
20220426;IA;54.42;45.58;12.74;2.34;0;0;26.04.2022;02.05.2022;1
20220419;IA;34.32;65.68;23.94;2.34;0;0;19.04.2022;25.04.2022;1
20220412;IA;37.11;62.89;25;2.3;0;0;12.04.2022;18.04.2022;1
20220405;IA;37.18;62.82;25;2.3;0;0;05.04.2022;11.04.2022;1
20220329;IA;32.78;67.22;33.97;2.3;0;0;29.03.2022;04.04.2022;1
20220322;IA;22.12;77.88;36.58;2.3;0;0;22.03.2022;28.03.2022;1
20220315;IA;16.35;83.65;38.43;2.3;0;0;15.03.2022;21.03.2022;1
20220308;IA;16.35;83.65;35.06;0;0;0;08.03.2022;14.03.2022;1
20220301;IA;7.92;92.08;35.7;0;0;0;01.03.2022;07.03.2022;1
20220222;IA;19.54;80.46;27.79;0;0;0;22.02.2022;28.02.2022;1
20220215;IA;19.16;80.84;27.81;0;0;0;15.02.2022;21.02.2022;1
20220208;IA;28.69;71.31;18.72;0;0;0;08.02.2022;14.02.2022;1
20220201;IA;45.22;54.78;13.7;0;0;0;01.02.2022;07.02.2022;1
20220125;IA;48.44;51.56;13.7;0;0;0;25.01.2022;31.01.2022;1
20220118;IA;49.44;50.56;13.7;0;0;0;18.01.2022;24.01.2022;1
20220111;IA;49.42;50.58;13.73;0;0;0;11.01.2022;17.01.2022;1
20220104;IA;50.98;49.02;11.87;0;0;0;04.01.2022;10.01.2022;1
20211228;IA;48.8;51.2;12.81;0;0;0;28.12.2021;03.01.2022;1
20211221;IA;48.76;51.24;12.81;0;0;0;21.12.2021;27.12.2021;1
20211214;IA;48.74;51.26;12.81;0;0;0;14.12.2021;20.12.2021;1
20211207;IA;48.63;51.37;13.17;0;0;0;07.12.2021;13.12.2021;1
20211130;IA;48.63;51.37;13.17;0;0;0;30.11.2021;06.12.2021;1
20211123;IA;57.58;42.42;13.17;0;0;0;23.11.2021;29.11.2021;1
20211116;IA;57.58;42.42;13.17;0;0;0;16.11.2021;22.11.2021;1
20211109;IA;50.37;49.63;23.1;0;0;0;09.11.2021;15.11.2021;1
20211102;IA;50.37;49.63;23.1;0;0;0;02.11.2021;08.11.2021;1
20211026;IA;38.58;61.42;34.88;9.55;0;0;26.10.2021;01.11.2021;1
20211019;IA;22.97;77.03;45.06;14.05;0;0;19.10.2021;25.10.2021;1
20211012;IA;21.67;78.33;45.29;14.05;0;0;12.10.2021;18.10.2021;1
20211005;IA;19.35;80.65;52.09;19.83;0;0;05.10.2021;11.10.2021;1
20210928;IA;24.4;75.6;55.16;18.26;0;0;28.09.2021;04.10.2021;1
20210921;IA;25.42;74.58;48.13;9.6;0;0;21.09.2021;27.09.2021;1
20210914;IA;22.58;77.42;41.8;9.34;0;0;14.09.2021;20.09.2021;1
20210907;IA;30.19;69.81;41.8;9.34;0;0;07.09.2021;13.09.2021;1
20210831;IA;28.25;71.75;44.84;12.61;0;0;31.08.2021;06.09.2021;1
20210824;IA;17.37;82.63;57.35;33.73;10.1;0;24.08.2021;30.08.2021;1
20210817;IA;21.06;78.94;55.05;35.18;10.47;0;17.08.2021;23.08.2021;1
20210810;IA;23.91;76.09;52.49;31.92;7.15;0;10.08.2021;16.08.2021;1
20210803;IA;25.12;74.88;53.88;33.48;6.95;0;03.08.2021;09.08.2021;1
20210727;IA;28.85;71.15;55.38;29.95;0;0;27.07.2021;02.08.2021;1
20210720;IA;30.04;69.96;55.36;26.92;0;0;20.07.2021;26.07.2021;1
20210713;IA;29.08;70.92;55.77;31.49;0;0;13.07.2021;19.07.2021;1
20210706;IA;17.11;82.89;67.13;37.89;0;0;06.07.2021;12.07.2021;1
20210629;IA;14.4;85.6;67.49;35.62;0;0;29.06.2021;05.07.2021;1
20210622;IA;7.54;92.46;76.16;43.88;0;0;22.06.2021;28.06.2021;1
20210615;IA;5.37;94.63;76.04;40.82;0;0;15.06.2021;21.06.2021;1
20210608;IA;11.04;88.96;56.67;9.76;0;0;08.06.2021;14.06.2021;1
20210601;IA;37.88;62.12;37.08;7.62;0;0;01.06.2021;07.06.2021;1
20210525;IA;37.88;62.12;37.07;7.62;0;0;25.05.2021;31.05.2021;1
20210518;IA;36.43;63.57;36.85;7.62;0;0;18.05.2021;24.05.2021;1
20210511;IA;36.43;63.57;36.85;7.62;0;0;11.05.2021;17.05.2021;1
20210504;IA;21.56;78.44;36.85;7.62;0;0;04.05.2021;10.05.2021;1
20210427;IA;25.51;74.49;19.57;7.62;0;0;27.04.2021;03.05.2021;1
20210420;IA;59.23;40.77;12.63;7.62;0;0;20.04.2021;26.04.2021;1
20210413;IA;60.97;39.03;12.63;7.83;0;0;13.04.2021;19.04.2021;1
20210406;IA;58.67;41.33;13.12;7.96;1.89;0;06.04.2021;12.04.2021;1
20210330;IA;58.67;41.33;13.12;7.96;1.89;0;30.03.2021;05.04.2021;1
20210323;IA;58.74;41.26;15.17;8.71;1.89;0;23.03.2021;29.03.2021;1
20210316;IA;57.62;42.38;15.05;8.71;1.89;0;16.03.2021;22.03.2021;1
20210309;IA;45.12;54.88;26.95;10.08;2.93;0;09.03.2021;15.03.2021;1
20210302;IA;47.65;52.35;26.95;10.08;2.93;0;02.03.2021;08.03.2021;1
20210223;IA;47.86;52.14;26.95;10.08;2.93;0;23.02.2021;01.03.2021;1
20210216;IA;47.86;52.14;29.84;12.4;3.55;0;16.02.2021;22.02.2021;1
20210209;IA;47.86;52.14;34.17;15.77;3.55;0;09.02.2021;15.02.2021;1
20210202;IA;47.81;52.19;34.17;15.77;3.55;0;02.02.2021;08.02.2021;1
20210126;IA;47.35;52.65;34.76;15.77;3.55;0;26.01.2021;01.02.2021;1
20210119;IA;41.18;58.82;36.2;17.59;3.55;0;19.01.2021;25.01.2021;1
20210112;IA;39.67;60.33;36.2;17.59;4.03;0;12.01.2021;18.01.2021;1
20210105;IA;41.25;58.75;36.2;17.59;4.03;0;05.01.2021;11.01.2021;1
20201229;IA;37.84;62.16;36.35;17.59;4.03;0;29.12.2020;04.01.2021;1
20201222;IA;37.84;62.16;36.35;17.59;4.03;0;22.12.2020;28.12.2020;1
20201215;IA;37.84;62.16;36.35;17.59;4.03;0;15.12.2020;21.12.2020;1
20201208;IA;37.84;62.16;36.35;17.59;4.03;0;08.12.2020;14.12.2020;1
20201201;IA;38.07;61.93;36.35;17.59;4.03;0;01.12.2020;07.12.2020;1
20201124;IA;31.88;68.12;36.35;17.59;4.03;0;24.11.2020;30.11.2020;1
20201117;IA;35.07;64.93;36.35;17.59;4.03;0;17.11.2020;23.11.2020;1
20201110;IA;36.07;63.93;40;19.1;4.22;0;10.11.2020;16.11.2020;1
20201103;IA;35.78;64.22;40;31.51;4.22;0;03.11.2020;09.11.2020;1
20201027;IA;36.5;63.5;40;31.51;4.22;0;27.10.2020;02.11.2020;1
20201020;IA;19.2;80.8;47.35;34.98;4.48;0;20.10.2020;26.10.2020;1
20201013;IA;27.23;72.77;47.34;34.98;4.48;0;13.10.2020;19.10.2020;1
20201006;IA;30.49;69.51;47.34;35.34;5.18;0;06.10.2020;12.10.2020;1
20200929;IA;30.56;69.44;46.89;22.57;0;0;29.09.2020;05.10.2020;1
20200922;IA;21.75;78.25;47.19;22.99;0;0;22.09.2020;28.09.2020;1
20200915;IA;21.75;78.25;47.15;22.99;0;0;15.09.2020;21.09.2020;1
20200908;IA;5;95;72.08;38.98;14.68;0;08.09.2020;14.09.2020;1
20200901;IA;0.63;99.37;82.77;37.25;14.65;0;01.09.2020;07.09.2020;1
20200825;IA;3.69;96.31;60.88;29.3;6.52;0;25.08.2020;31.08.2020;1
20200818;IA;12.24;87.76;45.46;23.43;6.16;0;18.08.2020;24.08.2020;1
20200811;IA;20.21;79.79;34.27;18.66;6.16;0;11.08.2020;17.08.2020;1
20200804;IA;20.39;79.61;34.27;15.68;6.16;0;04.08.2020;10.08.2020;1
20200728;IA;37.16;62.84;32.58;12.82;0;0;28.07.2020;03.08.2020;1
20200721;IA;45.94;54.06;29.59;7.62;0;0;21.07.2020;27.07.2020;1
20200714;IA;49.22;50.78;21.45;5.77;0;0;14.07.2020;20.07.2020;1
20200707;IA;58.17;41.83;7.24;0;0;0;07.07.2020;13.07.2020;1
20200630;IA;80.66;19.34;0;0;0;0;30.06.2020;06.07.2020;1
20200623;IA;83.85;16.15;0;0;0;0;23.06.2020;29.06.2020;1
20200616;IA;77.61;22.39;0;0;0;0;16.06.2020;22.06.2020;1
20200609;IA;89;11;0;0;0;0;09.06.2020;15.06.2020;1
20200602;IA;92.21;7.79;0;0;0;0;02.06.2020;08.06.2020;1
20200526;IA;78.31;21.69;0;0;0;0;26.05.2020;01.06.2020;1
20200519;IA;74.14;25.86;0;0;0;0;19.05.2020;25.05.2020;1
20200512;IA;79.21;20.79;0;0;0;0;12.05.2020;18.05.2020;1
20200505;IA;100;0;0;0;0;0;05.05.2020;11.05.2020;1
20200428;IA;100;0;0;0;0;0;28.04.2020;04.05.2020;1
20200421;IA;100;0;0;0;0;0;21.04.2020;27.04.2020;1
20200414;IA;100;0;0;0;0;0;14.04.2020;20.04.2020;1
20200407;IA;100;0;0;0;0;0;07.04.2020;13.04.2020;1
20200331;IA;100;0;0;0;0;0;31.03.2020;06.04.2020;1
20200324;IA;100;0;0;0;0;0;24.03.2020;30.03.2020;1
20200317;IA;100;0;0;0;0;0;17.03.2020;23.03.2020;1
20200310;IA;100;0;0;0;0;0;10.03.2020;16.03.2020;1
20200303;IA;100;0;0;0;0;0;03.03.2020;09.03.2020;1
20200225;IA;100;0;0;0;0;0;25.02.2020;02.03.2020;1
20200218;IA;100;0;0;0;0;0;18.02.2020;24.02.2020;1
20200211;IA;100;0;0;0;0;0;11.02.2020;17.02.2020;1
20200204;IA;100;0;0;0;0;0;04.02.2020;10.02.2020;1
20200128;IA;100;0;0;0;0;0;28.01.2020;03.02.2020;1
20200121;IA;100;0;0;0;0;0;21.01.2020;27.01.2020;1
20200114;IA;100;0;0;0;0;0;14.01.2020;20.01.2020;1
20200107;IA;100;0;0;0;0;0;07.01.2020;13.01.2020;1
20191231;IA;100;0;0;0;0;0;31.12.2019;06.01.2020;1
20191224;IA;100;0;0;0;0;0;24.12.2019;30.12.2019;1
20191217;IA;100;0;0;0;0;0;17.12.2019;23.12.2019;1
20191210;IA;100;0;0;0;0;0;10.12.2019;16.12.2019;1
20191203;IA;100;0;0;0;0;0;03.12.2019;09.12.2019;1
20191126;IA;100;0;0;0;0;0;26.11.2019;02.12.2019;1
20191119;IA;100;0;0;0;0;0;19.11.2019;25.11.2019;1
20191112;IA;100;0;0;0;0;0;12.11.2019;18.11.2019;1
20191105;IA;100;0;0;0;0;0;05.11.2019;11.11.2019;1
20191029;IA;100;0;0;0;0;0;29.10.2019;04.11.2019;1
20191022;IA;100;0;0;0;0;0;22.10.2019;28.10.2019;1
20191015;IA;100;0;0;0;0;0;15.10.2019;21.10.2019;1
20191008;IA;100;0;0;0;0;0;08.10.2019;14.10.2019;1
20191001;IA;100;0;0;0;0;0;01.10.2019;07.10.2019;1
20190924;IA;93.53;6.47;0;0;0;0;24.09.2019;30.09.2019;1
20190917;IA;72.68;27.32;4.33;0;0;0;17.09.2019;23.09.2019;1
20190910;IA;55.35;44.65;9.68;0;0;0;10.09.2019;16.09.2019;1
20190903;IA;46.72;53.28;11.89;0;0;0;03.09.2019;09.09.2019;1
20190827;IA;50.25;49.75;6.89;0;0;0;27.08.2019;02.09.2019;1
20190820;IA;59.15;40.85;6.29;0;0;0;20.08.2019;26.08.2019;1
20190813;IA;47.4;52.6;9.5;0;0;0;13.08.2019;19.08.2019;1
20190806;IA;63.61;36.39;0;0;0;0;06.08.2019;12.08.2019;1
20190730;IA;76.52;23.48;0;0;0;0;30.07.2019;05.08.2019;1
20190723;IA;88.77;11.23;0;0;0;0;23.07.2019;29.07.2019;1
20190716;IA;100;0;0;0;0;0;16.07.2019;22.07.2019;1
20190709;IA;100;0;0;0;0;0;09.07.2019;15.07.2019;1
20190702;IA;100;0;0;0;0;0;02.07.2019;08.07.2019;1
20190625;IA;100;0;0;0;0;0;25.06.2019;01.07.2019;1
20190618;IA;100;0;0;0;0;0;18.06.2019;24.06.2019;1
20190611;IA;100;0;0;0;0;0;11.06.2019;17.06.2019;1
20190604;IA;100;0;0;0;0;0;04.06.2019;10.06.2019;1
20190528;IA;100;0;0;0;0;0;28.05.2019;03.06.2019;1
20190521;IA;100;0;0;0;0;0;21.05.2019;27.05.2019;1
20190514;IA;100;0;0;0;0;0;14.05.2019;20.05.2019;1
20190507;IA;100;0;0;0;0;0;07.05.2019;13.05.2019;1
20190430;IA;100;0;0;0;0;0;30.04.2019;06.05.2019;1
20190423;IA;100;0;0;0;0;0;23.04.2019;29.04.2019;1
20190416;IA;100;0;0;0;0;0;16.04.2019;22.04.2019;1
20190409;IA;100;0;0;0;0;0;09.04.2019;15.04.2019;1
20190402;IA;100;0;0;0;0;0;02.04.2019;08.04.2019;1
20190326;IA;100;0;0;0;0;0;26.03.2019;01.04.2019;1
20190319;IA;100;0;0;0;0;0;19.03.2019;25.03.2019;1
20190312;IA;100;0;0;0;0;0;12.03.2019;18.03.2019;1
20190305;IA;100;0;0;0;0;0;05.03.2019;11.03.2019;1
20190226;IA;100;0;0;0;0;0;26.02.2019;04.03.2019;1
20190219;IA;100;0;0;0;0;0;19.02.2019;25.02.2019;1
20190212;IA;100;0;0;0;0;0;12.02.2019;18.02.2019;1
20190205;IA;100;0;0;0;0;0;05.02.2019;11.02.2019;1
20190129;IA;100;0;0;0;0;0;29.01.2019;04.02.2019;1
20190122;IA;100;0;0;0;0;0;22.01.2019;28.01.2019;1
20190115;IA;100;0;0;0;0;0;15.01.2019;21.01.2019;1
20190108;IA;100;0;0;0;0;0;08.01.2019;14.01.2019;1
20190101;IA;100;0;0;0;0;0;01.01.2019;07.01.2019;1
20181225;IA;100;0;0;0;0;0;25.12.2018;31.12.2018;1
20181218;IA;100;0;0;0;0;0;18.12.2018;24.12.2018;1
20181211;IA;100;0;0;0;0;0;11.12.2018;17.12.2018;1
20181204;IA;100;0;0;0;0;0;04.12.2018;10.12.2018;1
20181127;IA;100;0;0;0;0;0;27.11.2018;03.12.2018;1
